id_TMDB,id_IMDB,nome,nacionalidade,num_oscars
1546229,nm6802489,Carl Lundstedt,,0
1447932,nm6328300,Winston Duke,"Argyle, Trinidad and Tobago",0
2267135,,Micah Ohlman,,0
2267136,,Jack Andrew,,0
2267137,,Kyryl Koltsov,,0
2267140,,Sonny Le,,0
2267141,,Jon Fabian,,0
2267142,,Mabel Tamone,,0
2267143,nm10308553,Rita Dinardo,,0
2267144,,Nicolette Bianca,,0
2267145,,Victor Leto,,0
104458,nm1389064,Victoria De Mare,"Wilmington, Delaware, USA",0
2267149,nm10308554,Oriana Lacono,,0
2267150,nm10191392,Pearl Grantham,,0
2267151,,Noa Tsuchiya,,0
6159,nm0000165,Ron Howard,"Duncan, Oklahoma, USA",1
2267153,,Alice Lanesbury,,0
6162,nm0079273,Paul Bettany,"London, England, U.K.",0
6161,nm0000124,Jennifer Connelly,"Горы Катскилл, Нью-Йорк, США",1
2267157,,Joshua Levinson,,0
6168,nm0671721,Austin Pendleton,"Warren, Ohio, USA",0
38939,nm0053102,Richard Baratta,"Poughkeepsie, New York, USA",0
38940,nm0939697,Evan Rachel Wood,"Raleigh, North Carolina, United States",0
6181,nm0656929,Josh Pais,"New York City, New York, USA",0
137262,,Steve Purcell,"Northen California, California, U.S.A.",0
71727,nm0924508,Betty White,"Oak Park, Illinois, USA",0
71729,nm0553942,Steve Martino,,0
6193,nm0000138,Leonardo DiCaprio,"Los Angeles, California, USA",1
6199,nm0546816,Miriam Margolyes,"Oxford, England, UK",0
1775681,,Ben Dixon,,0
1677390,,Billy Wagenseller,,0
1677391,,Amadou Ly,,0
1677392,,Janelle Froehlich,,0
2234460,nm7149222,Harrison Osterfield,"England, UK",0
1218685,nm1943622,Karen Anderson,,0
6280,nm0000959,Powers Boothe,"Snyder, Texas, U.S.",0
989325,nm3480246,Ella Purnell,"London, UK",0
2267293,nm6131513,Matt Smith,,0
1480862,nm3132733,Cody Walker,"Los Angeles County, California, USA",0
170142,nm0906817,Deborah Wakeham,Nelson - British Columbia - Canada,0
1775774,,Ana Oparnica Sebal,,0
2267298,nm1675277,Evelyn McGee-Colbert,,0
2267299,,Peter Colbert,,0
2267300,,John Colbert,,0
2267301,,Carter Nixon,,0
71857,nm0609137,Mark Moseley,,0
202930,nm1190376,Anthony Molinari,"Worcester, Massachusetts, United States",0
1677498,,Coralie Dedykere,,0
2267329,nm10534954,Ava Russo,,0
1677507,,Nicolas Clerc,,0
1808581,nm6838395,Charlie Archer,,0
170189,nm0314910,Ellen Gerstein,,0
2595022,,Michael Fowler,,0
1218767,nm1679769,Marieve Herington,"Oakville, Ontario, Canada",0
39126,nm0000499,Bai Ling,"Chengdu, China",0
1218780,nm0576538,Ajay Mehta,New Delhi - India,0
6365,nm0004993,Desmond Harrington,"Savannah, Georgia, USA",0
6368,nm0001110,Embeth Davidtz,"Lafayette, Indiana, USA",0
1284323,nm3173569,Kevin Hudson,,0
71913,nm0940158,Bokeem Woodbine,"Harlem, New York, USA",0
1186027,nm2151188,Alicia Vela-Bailey,"Alameda, California, U.S.",0
1448173,,Jorge-Luis Pallo,,0
6383,nm0001173,Aaron Eckhart,"Cupertino, California, USA",0
6384,nm0000206,Keanu Reeves,"Beirut, Lebanon",0
1448180,nm0438188,Ameenah Kaplan,"Denver, Colorado, U.S.A.",0
1513716,nm1732597,Kirsten Roeters,,0
170230,nm0846925,Tristan Tait,,0
1808635,nm8413076,Michael-Scott Druckenmiller,,0
235778,nm0104790,Nick Brandon,,0
1218818,nm2206710,James Harvey Ward,Greenville - North Carolina - USA,0
1677579,nm0150875,Eddie San Chan,,0
6413,nm0396812,Danny Huston,"Rome, Italy",0
3217697,,Matthew Berry,,0
1775908,,Guy Campbell,,0
39214,nm0417068,Nick Jameson,"Columbia, Missouri, U.S.",0
956719,nm0212498,Tim DeZarn,"Cincinnati, Ohio, USA",0
170293,nm0602265,Daniel Edward Mora,,0
203087,nm0705874,Marc Raducci,"Albany, New York, USA",0
6486,nm0000445,Dan Hedaya,"Brooklyn, New York, USA",0
2365785,,Josh McCrary,,0
170333,nm1721196,Eddie Hassell,"Corsicana, Texas, USA",0
1775975,,Mark Rossini,,0
2300263,nm0940018,Sue Wood,,0
2136432,,N'Cee Van Heerden,,0
2005374,nm0809861,Samantha Smith McGrady,,0
170384,nm0110686,Kim Brockington,,0
104853,nm7847287,Rachel Matthews,"Los Angeles, California, USA",0
72095,nm1195855,Lee Pace,"Chickasha, Oklahoma, USA",0
1218983,nm0788130,Don Shank,,0
203177,nm0362053,Kieran Hardcastle,"Nottingham, England, UK",0
1218986,nm1635535,Bryan Andrews,,0
6573,nm0006669,William Sadler,"Buffalo, New York, USA",0
3152301,,Kimberly Hester Huffstetler,,0
6574,nm0000317,Clancy Brown,"Urbana, Ohio, USA",0
1382836,nm6085243,William Tokarsky,,0
1055157,nm0254379,Beverley Elliott,"Listowel, Ontario, Canada",0
1120694,nm1601644,Jennifer Lee,"Providence, Rhode Island, USA",1
6585,nm1549503,Perla Haney-Jardine,"Rio De Janeiro, Brazil",0
6588,nm0000618,Isabella Rossellini,"Rome, Lazio, Italy",0
1513916,nm6591687,Kevin Kent,,0
1513917,,Geoff Reeves,,0
72129,nm2225369,Jennifer Lawrence,"Indian Hills, Kentucky, USA",1
39389,nm0920038,Titus Welliver,"New Haven, Connecticut, USA",0
6623,nm0006710,Vik Sahay,"Ottawa, Ontario, Canada",0
1219040,nm0528335,Jeffrey Lynch,,0
662006,nm0289018,Grahame Fox,,0
1645047,nm2403982,Liang Yang,China,0
236048,nm2492819,Rosie Huntington-Whiteley,"Plymouth, Devon, England, UK",0
6677,nm0001492,Kyle MacLachlan,"Yakima, Washington, USA",0
203294,nm1705724,Jill Morrison,"Langley, British Columbia, Canada",0
2923042,,Andreea Helen David,,0
39459,nm2017943,Hayley Atwell,"London, England",0
6690,nm0112059,Jill Brooks,,0
891426,nm0884833,Sean Valla,,0
1186354,nm1480106,Jason Fitch,,0
2366019,nm0050035,Andy Bale,,0
2955853,,Filip Cvijetic,,0
2169446,,Edward Mitchell,,0
957038,nm1021531,Nigel Godrich,"Westminster, London, England",0
72305,nm0544334,Lesley Manville,"Brighton, England, UK",0
1120883,nm1092087,Sam Hargrave,,0
72309,nm0402898,Kathryn Hunter,,0
72313,nm0928894,Robert Wilfort,"Porthcawl, Glamorganshire, Wales, UK",0
1481341,nm7279363,Stephanie Eccles,,0
1743494,,Aaron Ly,,0
170635,nm2952467,Andy Buckley,"Salem, Massachusetts, USA",0
1514130,nm6595037,Mac Pietowski,,0
1710739,,Huynh Quang,,0
2235040,,Graham Maby,,0
1153698,nm1913412,Ricardo Andres,"California, USA",0
1612453,nm4039044,Geneva Robertson-Dworet,  United States,0
1514160,nm1456912,Nancy Grace,"Macon, Georgia, USA",0
137905,nm0803889,Bill Skarsgård,"Vällingby, Sweden",0
1383091,nm2576747,Silvia Lombardo,,0
1710790,nm8461079,Antonio Raul Corbo,"San Antonio, Texas, USA",0
6856,nm0000621,Kurt Russell,"Springfield, Massachusetts, USA",0
1546955,,Deena Beasley,,0
1546956,,Mandy Neuhaus,,0
6859,nm0535502,Mía Maestro,"Buenos Aires, Argentina",0
1743566,nm5659608,Alphonso Austin,,0
1186515,nm4397494,Nicole Alexandra Shipley,,0
1743573,nm6682374,Gintare Beinoraviciute,,0
1743574,nm7270222,Marc Benanti,"Bensonhurst, Brooklyn, New York City, New York, USA",0
1743576,nm4675234,Greg Brummel,,0
1546971,nm6460320,Steven Oliver,,0
1743582,nm4366943,Andrew Dunkelberger,,0
1743583,,Cameron Edwards,,0
1481440,nm4571421,Daniel Stisen,"Mandal, Norway",0
1743587,,Jesse Michael Fullington,,0
6884,nm0420941,Patty Jenkins,"Victorville, California, USA",0
6885,nm0000234,Charlize Theron,"Benoni, Gauteng, South Africa",1
39659,nm1218607,Burn Gorman,"Hollywood, California, U.S.A.",0
39661,nm0535837,Francis Magee,Dublin - Ireland,0
1776365,nm4216326,Lee Bolton,,0
1153775,nm0281975,Colin Fletcher,,0
72440,nm0270451,Brendan Fehr,"New Westminster, British Columbia, Canada",0
6916,nm0419273,Peter Jason,"Hollywood, California, USA",0
236302,nm2876098,Dylan Sprayberry,"Houston, Texas, USA",0
203538,nm0461104,Tom Knight,,0
72466,nm0268199,Colin Farrell,"Castleknock, Dublin, Ireland",0
6941,nm0000139,Cameron Diaz,"San Diego, California, USA",0
6944,nm0818055,Octavia Spencer,"Montgomery, Alabama, USA",1
6945,nm0230151,K. K. Dodds,,0
6949,nm0000518,John Malkovich,"Christopher, Illinois, USA",0
138028,nm1076073,Frank Bonsangue,,0
105265,nm2336615,Zachary Vazquez,,0
6968,nm0413168,Hugh Jackman,"Sydney, New South Wales, Australia",0
6969,nm1052141,Geoff Bell,"London, England, UK",0
6972,nm0574534,Ian McShane,"Blackburn, Lancashire, England, UK",0
6985,nm1561546,Jody Halse,,0
7018,nm0193485,Richard Curtis,"Wellington, New Zealand",0
7024,nm0004233,Nick Gillard,,0
990064,nm1054648,Amanda Lawrence,United Kingdom,0
7026,nm0406975,Rhys Ifans,"Haverfordwest, Pembrokeshire, Wales, UK",0
1219440,nm0290162,Geff Francis,,0
7030,nm0329094,Henry Goodman,"London, England, UK",0
7052,nm1245015,Adam Kirley,,0
236430,nm1604904,Eva Alexander,England - UK,0
7056,nm0000668,Emma Thompson,"Paddington, London, England",2
7060,nm0293509,Martin Freeman,"Aldershot, Hampshire, England, UK",0
39829,nm0642912,Henry O,"Shanghai, China",0
1776543,,Joe Jagatic,,0
138158,nm1850877,Norma Atallah,,0
7087,nm0083348,Brad Bird,"Kalispell, Montana, USA",2
1612721,nm3453330,Christy Meyer,,0
7090,nm0001288,Kelsey Grammer,"St. Thomas, U.S. Virgin Islands",0
990136,nm1885015,Judd Lormand,"Marshall, Texas, USA",0
1645507,,Tyrone C. Wiggins,,0
1973190,nm9316536,Hiten Patel,,0
2399181,,David Keadell,,0
1940433,,James D. Weston II,New York - USA,0
1842133,,Christopher T. Sadler,,0
1252313,nm1640086,Roshon Fegan,,0
7132,nm0000352,Vincent D'Onofrio,"Bensonhurst, Brooklyn, New York City, New York, USA",0
2431964,,Merv Smith,New Zealand,0
1252319,nm2368801,Leo Chiang,"Taipei, Taiwan",0
1514475,nm6140184,Juan Gaspard,United States of America,0
1219576,nm0102462,Terry Bozeman,,0
7167,nm0725543,Don Rickles,"Queens, New York, U.S.",0
1154054,nm3659660,Corey Hawkins,"Arlington, Texas, USA",0
1907746,,Paul Tryl,,0
1154083,nm1973118,Eli Sasich,,0
1809448,nm1756193,Jake Samuels,,0
1809449,nm4833636,Max Cazier,,0
1809454,nm0666848,Guy Paul,,0
72754,nm2264184,Elissa Knight,"Santa Cruz, California, USA",0
1809458,nm8586984,Leo Heller,,0
1842230,nm2578167,Isaac Phillips,,0
1809463,nm8586985,Martin Oelbermann,,0
1809462,nm3106862,Joseph Macnab,,0
1809465,nm1702004,Matthew Wilson,,0
1809466,nm8586987,Emmi,,0
1809470,nm6464282,Aileen Archer,"Scotland, UK",0
1809471,nm7328038,Michael Barron,,0
1809473,nm8745734,Roy Beck,,0
1711170,nm0198640,Nicola Bertram,,0
1809477,nm3952602,Nathan Benham,,0
1809480,nm4800427,Paul Bergquist,,0
7241,nm0654240,Rena Owen,"Bay of Islands, New Zealand",0
7242,nm0607325,Temuera Morrison,"Rotorua, North Island, New Zealand",0
1809483,nm5904446,Laura Bernardeschi,,0
1809488,nm6018519,David J Biscoe,,0
7249,nm0809572,Pete Smith,,0
7248,nm0193295,Cliff Curtis,"Rotorua, North Island, New Zealand",0
1383509,nm4794787,Erika Bierman,"Savannah, Georgia",0
7255,nm0612786,Ian Mune,,0
1809496,nm7855840,Elizabeth Briand,,0
1154140,nm2258938,Lilli-Ella Kelleher,,0
1580133,nm2726806,Nicole Ehinger,,0
1809509,nm1676819,Douglas Byrne,,0
40039,nm1577637,Josh Stewart,"Diana, West Virginia, USA",0
1219688,nm0055616,Greer Barnes,,0
1809510,nm6373664,David Charles-Cully,,0
1809512,nm6857045,Stacey Clegg,,0
2333804,,Ryan Cheeseman,,0
1809517,nm7359035,Claire Cooper-King,,0
1711214,,Vincent Lascoumes,,0
105584,nm1235366,Bret McKenzie,"Wellington, New Zealand",1
1809526,nm6969178,Carmen Cowell,,0
1809527,nm4604981,Silvia Crastan,Switzerland,0
1809534,nm5583696,Craig Davies,,0
1678462,nm6646387,Kishore Bhatt,,0
1580160,nm3821861,Janeshia Adams-Ginyard,,0
1809540,nm1454287,Rudi Dharmalingam,"Maidstone, Kent, England, UK",0
1809541,nm6824061,Joshua Diffley,,0
1449093,,Bryan Thompson,,0
1809543,nm6298926,Marketa Flynn,,0
1809545,nm7775715,Michael Gabbitas,,0
1809546,nm6231082,David Goodson,,0
1416333,,Franco Castan,,0
1154191,nm1739959,John Archer Lundgren,,0
1809553,nm3021473,Alan Wyn Hughes,,0
1809554,nm7247557,Alex Jaep,,0
1809555,nm5102463,Ian Jenkins,,0
1809557,,Patrick Carney Junior,,0
236695,nm3915784,John Boyega,"Peckham, London, England, UK",0
236696,nm1024953,Terry Notary,"San Rafael, California, USA",0
1383576,nm1538461,Sarah Burkhardt,,0
72855,nm0428065,Felicity Jones,"Birmingham, West Midlands, England, UK",0
1809560,nm8037204,Simon Kerrison,,0
1809562,nm6644751,Cole Leman,,0
1809563,nm7062167,Adam Lezemore,,0
1809565,nm5438664,Paul Low-Hang,,0
203935,nm1220074,Alan Watt,,0
105632,nm1312421,Natalie Jones," Dallas, Texas, USA",0
72864,nm0445551,Tim Kelleher,"Bronx, New York, USA",0
1809566,nm4479280,Khristopher MacLeod,,0
1023139,nm3485845,Adam Driver,"San Diego, California, USA",0
1809567,nm7677013,Joe Malone,,0
1809568,nm4504286,Alan Mandel,"Rio De Janeiro, Brazil",0
236710,nm0912183,Piripi Waretini,,0
1809569,,Christopher Marsh,,0
1809570,nm6484472,James M.L. Muller,,0
1252521,nm2648214,Hannah Walters,,0
1809571,nm4849769,John Murray,,0
105643,nm0646515,Jay Oliva,,0
1809572,nm5743934,Yves O'Hara,,0
1809573,nm8018644,Andrew G. Ogleby,,0
203950,nm0930172,Brian J. Williams,,0
1809574,nm7733402,Andrew Parker,,0
1809576,nm5320687,Olivia Quinn,,0
105657,nm1832674,Richard Christy,"Fort Scott, Kansas, USA",0
40138,nm0658860,James Palumbo,,0
1416396,nm5279916,Leigh Gill,,0
1219797,nm0562775,Mimi Maynard,,0
1744085,nm2972606,Teresa Mahoney,"London, England, UK",0
1809624,nm4126525,Paul Redfern,,0
1809625,nm6078944,Dave Simon,"Belfast, Northern Ireland",0
1744090,nm7767317,Andy Mihalache,"Botosani, Romania",0
1809626,nm8606683,David Soffe,,0
1809627,nm8000867,Ryan Storey,,0
1809628,nm6836109,Connor Sullivan,,0
1809629,nm4963833,Camilla Talarowska,,0
1744097,,Jason Nicholls,,0
1809633,nm2917163,Geeta Vij,,0
1055972,nm1333696,Gayle Dickie,,0
105701,nm0063218,Joe Bays,,0
1678566,,Joseph Luis Caballero,,0
400612,nm0208756,Xavier de Guillebon,,0
2268393,,Jill Sayre," Los Angeles, California, USA",0
105714,nm1370666,Lucas Fleischer,,0
1744122,nm7771733,Vassiliki Tzanakou,"Athens, Greece",0
2759935,,Ella Olssen,,0
1350918,nm1273099,Erik Sommers,,0
72972,nm1880094,Andrew Cadelago,,0
7447,nm0000285,Alec Baldwin,"Amityville, New York, USA",0
72985,nm1913125,Ramón Rodríguez,"Río Piedras, Puerto Rico",0
171297,nm0416932,Sondra James,"New York, New York",0
1187106,nm0828226,Amber Stevens West,"Los Angeles, California, USA",0
1350949,nm1763472,Chris Grabher,Queens - New York - USA,0
1678634,,Jeff Snow,,0
73016,nm0220635,Debi Derryberry,"Indio, California, USA",0
1318201,nm1158544,Jared Bush,USA,0
1678649,,Matt Aspbury,,0
531772,nm4051209,Lee Asquith-Coe,"Dover, Kent, England, UK",0
204100,nm0045480,James Bachman,"Cuckfield, Sussex, England, UK",0
1056090,nm0646005,Olumiji Olawumi,,0
105823,nm0121588,Alfred Burke,"Peckham, London, England, UK",0
105831,nm1926337,Toni Trucks,"Grand Rapids, Michigan, USA",0
105832,nm2163182,Aja Evans,,0
1744241,nm5403126,Stephany Folsom,,0
1056117,nm0045924,Peter Donald Badalamenti II,,0
1056121,nm3363032,Ryan Coogler,"Oakland, California, USA",0
1809787,,Matt Burke,,0
105865,nm1479098,Loretta Walsh,,0
7574,nm0454598,Cleo King,"St. Louis, Missouri, USA",0
1449370,nm0332449,Michael Gould,"Ealing, London, England, UK",0
1056155,nm1366241,Cole Taylor,"Tarzana, California, USA",0
204191,nm2026536,Aramis Knight,"Woodland Hills, CA",0
1088938,nm0721593,Anthony Reynolds,"Cardiff, Wales, UK",0
1416619,nm1991575,Marisa Quinn,"McAllen, Texas, USA",0
1449388,nm0799208,M.T. Silvia,,0
1514930,nm4229526,Stephen A. Chang,,0
1220020,nm0077888,Michael Bertenshaw,"Macclesfield, Cheshire, England, UK",0
2825661,nm5225240,Kevin Taylor,,0
7623,nm0000600,Sam Raimi,"Royal Oak, Michigan, USA",0
7624,nm0498278,Stan Lee,"New York City, New York, USA",0
7625,nm0228492,Steve Ditko,"Johnstown, Pennsylvania",0
7628,nm0193344,Grant Curtis,,0
7629,nm0706898,Ivan Raimi,"Michigan, USA",0
1252814,nm2558754,Angus Wright,"Washington, D.C., USA",0
7630,nm0765091,Alvin Sargent,"Philadelphia, Pennsylvania, USA ",2
138704,nm0597963,Dominique Monfery,,0
1580500,nm0319304,Mary Gillis,,0
466391,nm3263825,Will Beall,,0
1777122,,Lisa Danielle,,0
1285612,nm2004204,Dan Zachary,,0
1842670,nm1360113,Yu Lew,,0
1842673,nm6324751,Gary Richardson,,0
1842674,nm9083460,Alexa Laraki,,0
1449459,nm1284806,Patrick Worlock,,0
204276,nm0877149,John Turk,"Chicago, Illinois, United States",0
1842675,nm8516240,Liza Fagin,,0
1842676,nm7464313,John Penick,,0
1842677,nm7921285,Ren Colley,,0
1842678,nm7339115,Ari Groover,,0
1842679,nm9083461,Louis Gonzalez,,0
1842683,nm1843444,Omar Capra,,0
1842686,nm9083463,Nitin Nohria,,0
1842691,nm7965079,Chris Adams,,0
1842697,nm7072944,Maiya Boyd,,0
1842698,nm5038525,Dante Brattelli,,0
40462,nm0068338,Kristen Bell,"Huntington Woods, Michigan, USA",0
1220119,nm0819655,Elizabeth Spriggs,"Buxton, Derbyshire, England, UK",0
1089049,nm0892624,Juan Carlos Vellido,"Barcelona, Barcelona, Catalonia, Spain",0
1842714,,Melissa Kay Glaze,,0
1220123,nm3152605,Gwilym Lee,"Bristol, England, UK",0
1580574,nm0797329,Gary Sievers,"Tulsa, Oklahoma, USA",0
73269,nm0665235,Elsa Pataky,"Madrid, España",0
7742,nm0427379,Kristoffer Joner,"Stavanger, Norway",0
2072142,,Dan Mansfield,,0
171606,nm0311250,Todd Gearhart,,0
2301527,,Deborah Antoniou,,0
40543,nm0651159,John Ortiz,"Brooklyn, New York City, New York, USA",0
1744485,,Aida Munoz,,0
958055,nm0441735,Jason Katz,,0
1220201,nm0242759,Sarah Jayne Dunn,"Leigh, England, UK",0
2301547,,Malcolm Eager,,0
1547893,nm6970054,Jess Radomska,,0
204408,nm1543100,Helena Barrett,,0
73357,nm1870434,Eleanor Tomlinson,"London, England, UK",0
138897,nm0707780,Michael Ralph,,0
106147,nm2260940,Brenna Roth,"Lincoln, Nebraska, USA",0
1646248,,Gary Romolo Fiorelli,,0
171689,nm0565159,Jeff McCarthy,"Los Angeles, California, USA ",0
40638,nm0377844,Guy Henry,"Maidstone, Kent, England, UK",0
40644,nm0821432,Chad Stahelski,"Palmer, Massachusetts, USA",0
7882,nm0682066,Jeff Pidgeon,,0
7884,nm0314870,Daniel Gerson,"New York City, New York",0
73421,nm0001618,Joaquin Phoenix,"San Juan, Puerto Rico",1
171733,nm0267432,Francesca Faridany,"San Francisco, California, USA",0
7905,nm0316701,Mary Gibbs,"Pasadena, California, USA",0
7907,nm0001652,John Ratzenberger,"Bridgeport, Connecticut, USA",0
7908,nm0000568,Frank Oz,"Hereford, Herefordshire, England, United Kingdom ",0
7911,nm0710020,Joe Ranft," Pasadena, California, U.S. ",0
40684,nm0500610,David Leitch,"Stratford, Texas, USA",0
7918,nm0524726,Bud Luckey,"Billings, Montana, USA",0
1416944,nm1044216,Matthew Hobbs,,0
73457,nm0695435,Chris Pratt,"Virginia, Minnesota, USA",0
7924,nm0822787,Nathan Stanton,,0
2301685,nm3129960,Elroy Powell,,0
7929,nm0533691,Angus MacLane,America,0
7931,nm0047916,Robert L. Baird,,0
7932,nm1014201,Rhett Reese,,0
7933,nm0731271,Jonathan Roberts,,0
73476,nm0064170,Michael Beattie,,0
7955,nm1145760,Albert Lozano,,0
7960,nm0710019,Jerome Ranft,"Los Angeles County, California, USA",0
1941275,nm7698981,Albert Tang,,0
237347,nm1282524,Juan C. Bofill,,0
40739,nm1946831,Matthew Stirling,,0
2924323,,Olof Johnsson,,0
7979,nm0648053,Gregg Olsson,,0
7980,nm0930430,Derek Williams,,0
7984,nm0762586,Mark Sanford,,0
7998,nm0662088,Bret 'Brook' Parker,,0
2039616,,Pat Robins,,0
2137927,nm9137825,Davina Sitaram,,0
1417031,nm4406623,Style Dayne,,0
1253199,nm3381295,Alexandra Shipp,"Phoenix, Arizona, USA",0
8023,nm0049633,Kyle Balda,USA,0
2203482,nm9935168,Tainui Kirkwood,,0
2203483,,Tamor Kirkwood,,0
8040,nm1015333,Victor Navone,"San Diego, California, USA",0
8054,nm0939517,Adam Wood,,0
1744759,,Candice Zhao,,0
2039677,,Sean Murphy,,0
8063,nm0775350,Ken Schretzmann,,0
8065,nm0120187,Torbin Xan Bullock,,0
8066,nm0727611,Katherine Ringgold,,0
237455,nm3510471,Sam Claflin,"Ipswich, Suffolk, UK",0
139188,nm2668091,Fileena Bahris,,0
1482685,nm5872485,Nea Dune,,0
1974210,nm6110810,Alan Chimes,,0
1515478,nm4565815,Mena Massoud,"Cairo, Egypt",0
8162,nm0860155,Gary Scott Thompson,"Pago Pago, American Samoa",0
8167,nm0908094,Paul Walker,"Glendale, California, USA",0
8169,nm0879085,Tyrese Gibson,"Los Angeles, California, USA",0
8171,nm0524839,Ludacris,"Champaign, Illinois, USA",0
40942,nm0934774,Barbara Windsor,"Shoreditch, London, England, UK",0
1482747,,Jason Carter Eaton,,0
8191,nm0254760,Chris Ellis,"Dallas, Texas, USA",0
204802,nm1208035,Aaron Neil,,0
1351697,nm3265450,MacKenzie Cleveland,,0
8210,nm0004747,Wes Bentley,"Jonesboro, Arkansas, USA",0
1908764,nm3908719,Dashell Zamm,,0
1417244,nm2063366,Richard Hardisty,,0
172069,nm1569276,Chadwick Boseman,"Anderson, South Carolina, USA",0
1318952,nm2479885,Derek Miller,,0
2629675,,Robert M. Bouffard,,0
2236461,,Charles Gibson,,0
139310,nm2192439,Lucy DeVito,New York City - New York - USA,0
2826298,,Clark Credle,,0
41019,nm0280409,Wilbur Fitzgerald,,0
41020,nm0593301,E. Roger Mitchell,Miami - Florida - USA,0
41044,nm1959501,Babou Ceesay,"London, England, UK",0
204895,nm2381539,Jayson Floyd,,0
8293,nm0182839,Marion Cotillard,"Paris, France",1
1810540,,Ruby Bustamante,,0
565361,nm2493977,Rodney Bane,,0
1613949,,Bryan Phillips,,0
41089,nm0771414,Martin Starr,"Santa Monica, California, U.S.",0
41091,nm1325419,Kristen Wiig,"Canandaigua, New York, USA",0
2564245,,Elyse D. Meier,,0
8349,nm0000640,Martin Sheen,"Dayton, Ohio, USA",0
2564264,,Lila Sage Bromley,,0
41129,nm0607434,Dina Morrone,,0
2564270,,Maliah Bargas-Good,,0
1024175,nm0528244,Brian Lynch,"Middletown Township, New Jersey, USA",0
1351857,,Tim Gordon,,0
237759,nm1873168,Brett Hoffman,,0
1417415,nm0060995,Mychael Bates,,0
205001,nm1591992,Brandon Haas,,0
8396,nm0001474,Tom 'Tiny' Lister Jr.,"Compton, California, USA",0
8399,nm0265457,Christopher Fairbank,Hertfordshire - England - UK,0
8404,nm1467010,Dan Brown,"Exeter, New Hampshire, USA",0
205030,nm1615826,Alina Phelan,,0
1024234,nm2695521,Tonia Sotiropoulou,"Athens, Greece",0
73968,nm0147147,Henry Cavill,"Jersey, Channel Islands, UK",0
1122545,nm3059545,Lateef Lovejoy,,0
8436,nm0001669,Miranda Richardson,"Southport, Lancashire, England, UK",0
2203892,,Marcia White,,0
8444,nm0183469,Christian Coulson,"Manchester, England, UK",0
565500,nm3123016,Alex Lombard,,0
565508,nm4476832,James Rawlings,,0
1024279,nm1928349,Matt Skiba," Chicago, Illinois, U.S.",0
139549,nm1239499,Rory Kinnear,"Hammersmith, London, England, UK",0
2105647,nm9799191,Laura Miller,,0
106800,nm0503899,Luisa Leschin,"Hollywood, California, USA.",0
1450297,nm0777271,Jeffrey Schwartz,"Glenview, Illinois, USA",0
2761025,,Tristan Laurence Perez,,0
2761027,,Jorgelina Guadalupe Airaldi,,0
2761028,,Brea Berrett,,0
2761029,,Daphne Joy,,0
2761032,,Kitt Barrie,,0
2105672,,Joe Doserro,,0
41292,nm0005392,Keri Russell,"Fountain Valley, California, USA",0
1089873,nm1357683,Rita Ora,"Pristina, SFR Yugoslavia",0
1909074,,Georgia Blizzard,,0
2105682,,Andy Canete,,0
1909076,,Ashley Ricardo,,0
1909077,,Taylor Hemsworth,,0
2105686,,Eleanor Walker,,0
1909079,,Sophia Laryea,,0
106840,nm0172531,Michael Collins,"Rome, Italy",0
1909080,,Sky Castanho,,0
1909081,,Richard Green,,0
106843,nm0004696,Buzz Aldrin,"Glen Ridge, New Jersey, USA",0
1778011,nm1706417,Mike Zeck,"Greenville, Pennsylvania, USA",0
1909082,,Sol Castanho,,0
1909083,,Samantha Hopper,,0
41309,nm1272540,Omar Metwally,"Queens, New York, USA",0
1352034,nm5037683,Andy Lanning,,0
2105699,,Abiola Uthman,,0
2105700,,Tony Bailey,,0
8549,nm0027424,Scott G. Anderson,"England, UK",0
74086,nm0005175,Bill Maher,"New York City, New York, USA",0
139635,nm6624424,Stuart Davidson," Watford, Hertfordshire, England, UK",0
1220981,nm1154160,Sheila Allen,"Chard, Somerset, England, UK",0
1089912,nm0384732,Tom Clarke Hill,,0
1089920,nm1132085,Tim Connolly,,0
41345,nm0237065,Ashley Eckstein,"Louisville, Kentucky, USA",0
1646982,,Ilya Melnikoff,,0
139654,nm0642444,Genevieve O'Reilly,"Dublin, Ireland",0
1221007,nm0254332,Su Elliott,"Newcastle-upon-Tyne, England, UK",0
8591,nm0343722,Ted Grossman,,0
1188241,nm2949014,Santino Fontana,"Stockton, CA",0
1450386,,Montse Hernandez,,0
1221020,nm0650991,David Orth,Kitchener - Ontario - Canada,0
74142,nm1246888,Roger Gould,,0
41379,nm0229084,Omid Djalili,"Chelsea, London, England, UK",0
106949,nm0004632,Andrea Powell,"Valdosta, Georgia, USA",0
106951,nm1342807,Paul Lazenby,,0
1515976,nm0370009,Ben Hawker,,0
8654,nm0000546,Matthew Modine,"Loma Linda, California, USA",0
8655,nm0000388,R. Lee Ermey,"Emporia, Kansas, USA",0
205267,nm1237494,Jareb Dauplaise,North Carolina - USA,0
1679828,nm3297349,Toni Garrn,"Hamburg, Germany",0
41432,nm0161419,Candus Churchill,,0
8682,nm0009707,Gino Acevedo,,0
1090027,nm4190172,Bruce Bundy,"Orinda, California, USA",0
8688,nm0526019,Diego Luna,"Toluca, Estado de Mexico, Mexico",0
8691,nm0757855,Zoe Saldana,"Passaic, New Jersey, USA",0
74227,nm2079681,Morgan Lily,"Santa Monica, California, USA",0
