id_TMDB,id_IMDB,titulo,titulo_original,sinopse,duracao,ano,classificacao,situacao,idioma_original,orcamento,receita,num_oscars
250546,tt3322940,Annabelle,Annabelle,"Um casal se prepara para a chegada de sua primeira filha e compra para ela uma boneca. Quando sua casa é invadida por membros de uma seita, o casal é violentamente atacado e a boneca, Annabelle, se torna recipiente de uma entidade do mal.",99,2014,United States:R,Released,en,6500000,257047661,0.0
6947,tt0368447,A Vila,The Village,"Os habitantes de uma comunidade cercada por uma floresta temem que perigosas criaturas vivam lá. Eles pensam que se ficarem fora da floresta, eles serão deixados ilesos. Quando uma das moradoras da vila fica doente, o menino que a ama ignora os mais velhos da vila para ir à próxima cidade em busca de remédio.",108,2004,United States:PG-13,Released,en,60000000,256697520,0.0
462,tt0195685,Erin Brockovich: Uma Mulher de Talento,Erin Brockovich,"Uma mulher de verdade. Uma história real. Uma vitória de fato. Julia Roberts estrela como Erin Brockovich, uma decidida e jovem mãe que luta por justiça de todas as maneiras que conhece. Desesperada por um trabalho que sustente suas três crianças, ela convence o advogado Ed Masry a contratá-la e descobre espontaneamente um caso legal contra uma corporação gigante. Agora, Erin está determinada a encarar uma luta contra um poderoso adversário que nenhuma firma de advocacia havia ousado antes. E, diferente do patrão, Erin nunca espera um ""não"" como resposta. Assim os dois começam uma luta difícil e hilariante que irá pôr uma cidadezinha a seus pés e uma grande companhia de joelhos.",131,2000,United States:TV-PG,Released,en,52000000,256271286,1.0
419430,tt5052448,Corra!,Get Out,"Agora que Chris e sua namorada, Rose, chegaram à fase de conhecer os pais no namoro, ela o convida para um fim de semana no interior com Missy e Dean. A princípio, Chris acha que o comportamento excessivamente agradável dos dois como tentativas nervosas de lidar com o relacionamento inter-racial da filha, mas, conforme o fim de semana avança, uma série de descobertas cada vez mais perturbadoras o levam a uma verdade que ele jamais poderia ter imaginado.",104,2017,United States:R,Released,en,4500000,255407969,1.0
458723,tt6857112,Nós,Us,"Adelaide e Gabe levam a família para passar um fim de semana na praia e descansar. Eles começam a aproveitar o ensolarado local, mas a chegada de um grupo misterioso muda tudo e a família se torna refém de seres com aparências iguais às suas.",120,2019,United States:R,Released,en,20000000,255105930,0.0
9350,tt0106582,Cliffhanger: Risco Total,Cliffhanger,"Traumatizado com um acidente que resultou na morte de uma amiga, o experiente alpinista Gabe Walker (Sylvester Stallone) se afastou das montanhas. Um ano após o acontecido, no entanto, ele é chamado para resgatar um grupo em apuros nas Montanhas Rochosas. A missão, porém, logo revela-se uma armadilha: Gabe está lá na verdade para guiar o bando de perigosos terroristas até um tesouro perdido.",112,1993,United States:R,Released,en,70000000,255000211,0.0
383785,tt4217392,Kung Fu Yoga,功夫瑜伽,"Um grupo formado pelo professor de Jack, pela professora indiana Ashmita e pela assistente Kyra, partem em uma grande missão no Tibete: localizar o tesouro de Magadha, escondido em uma profunda caverna de gelo tibetana. Presos no local por um descendente de um capitão do exército real, Randall. Com inúmeras reviravoltas e mistérios surgindo sobre o tesouro, eles vão ter que lutar para fugir e descobrir toda a verdade.",107,2017,United States:Not Rated,Released,zh,65000000,254212245,0.0
9598,tt0112431,Babe - O Porquinho Atrapalhado,Babe,"A fazenda do Sr. Hoggett (James Cromwell) é um lugar quase perfeito, onde cada coisa ocupa o lugar certo. Até que nasce Babe, um leitãozinho que pensa que é um cachorro. E convence até o dono da fazenda, que o inscreve no Campeonato Nacional de Cães Pastores, com consequências imprevisíveis.",89,1995,United States:G,Released,en,30000000,254134910,1.0
424139,tt1502407,Halloween,Halloween,"Jamie Lee Curtis retorna à sua lendária personagem Laurie Strode, que chega a seu confronto final com Michael Myers, a criatura mascarada que a assombrou desde que ela escapou por um triz da matança na noite de Halloween, quatro décadas atrás.",106,2018,United States:R,Released,en,10000000,253688035,0.0
11199,tt0486946,Motoqueiros Selvagens,Wild Hogs,"Quatro amigos de longa data se reencontram com um desejo em comum: largar suas vidas chatas e problemáticas. Atrapalhados e meio fora de forma, eles saem sem rumo pelas estradas, incorporados a uma gangue de motociclistas. A aventura ganha mais emoção quando os rivais Del Fuegos decidem desafiá-los.",100,2007,United States:TV-14::(TV rating),Released,en,0,253625427,0.0
11887,tt0962726,High School Musical 3: Ano da Formatura,High School Musical 3: Senior Year,"O dia da formatura está se aproximando para Troy, Gabriella, Sharpay, Chad, Ryan e Taylor – e a idéia de que estão prestes a se separar faz com que eles pensem em fazer alguma coisa da qual irão se lembrar para sempre. Junto aos demais Wildcats, eles preparam um musical que reflete suas esperanças e medos sobre o futuro e suas inesquecíveis experiências de crescerem juntos. Mas com a graduação e os planos para o futuro se aproximando, como ficarão os sonhos, romances e amizades do East High?",112,2008,United States:TV-G::(TV Rating),Released,en,11000000,252909177,0.0
11970,tt0119282,Hércules,Hercules,"Dono de uma força sobre-humana, o jovem mortal Hércules precisa provar que é um herói para seu pai, o grande deus Zeus. Ele e seus amigos, Pégaso, um cavalo alado e Phil, seu treinador particular, são enganados por Hades, um vilão de cabeça quente que quer conquistar o Monte Olimpo. Hércules precisa decidir entre seus poderes e Meg, seu verdadeiro amor. Só depois de aprender que o importante não é o tamanho de sua força, mas o tamanho de seu coração, ele vai se tornar realmente invencível.",93,1997,United States:TV-PG,Released,en,85000000,252712101,0.0
479455,tt2283336,MIB Homens de Preto: Internacional,Men in Black: International,"Quando criança, Molly presenciou a abordagem de dois agentes do MIB aos seus pais, apagando a memória deles acerca da súbita aparição de um ser extraterrestre. Como estava escondida, a garota não foi atingida pela ação. Obcecada pelos mistérios do universo, ela cresceu com o sonho de ingressar no MIB. Após muita pesquisa, ela consegue descobrir a sede da agência e lá se candidata a uma vaga, sendo aceita por O. Ainda em experiência, e agora renomeada como agente M, ela é enviada a Londres para investigar algo estranho que tem ocorrido na agência local. É quando conhece o agente H, de grande renome pelos seus feitos no passado mas uma certa arrogância e displicência na execução do trabalho.",114,2019,United States:PG-13,Released,en,110000000,252608480,0.0
320288,tt6565702,X-Men: Fênix Negra,Dark Phoenix,"Ambientado em 1992, Charles Xavier está lidando com o fato dos mutantes serem considerados heróis nacionais. Com o orgulho a flor da pele, ele envia sua equipe para perigosas missões, mas a primeira tarefa dos X-Men no espaço gera uma explosão solar, que acende uma força malévola e faminta por poder dentro de Jean Grey.",114,2019,United States:PG-13,Released,en,200000000,252442974,0.0
44264,tt1403865,Bravura Indômita,True Grit,"Depois que um bandido chamado Tom Chaney assassina seu pai, uma menina de 14 anos e mal-humorada, Mattie Ross, contrata Rooster Cogburn, um embriagado homem da lei para ajudá-la a encontrar Chaney e vingar seu pai . A dupla briguenta não está sozinha em sua busca. Um Texas Ranger, chamado LaBoeuf, também vem monitorando Chaney por razões próprias. Juntos, o trio se aventura em um território hostil para distribuir um pouco da justiça do Velho Oeste.",110,2010,United States:PG-13,Released,en,38000000,252276927,0.0
1281,tt0118689,Mr. Bean - O Filme,Bean,"Em pleno Outono de 1997, uma galeria americana decide comprar, através da dádiva de um milionário, um importantíssimo quadro que estava em Paris. Para reforçar a importância do acontecimento a galeria pediu à Royal National Gallery de Inglaterra que enviasse o seu mais ilustre conhecedor de arte no sentido deste apresentar a obra. Este seria o maior erro da história da Grierson Gallery, pois os Ingleses não lhe iriam disponibilizar a pessoa que eles tanto pretendiam. O ""escolhido"" seria o empregado mais detestável que possuíam, pois era a única forma que encontraram para se verem livres dele. Quem é o famoso empregado? Mr. Bean. 007 é o seu Q.I.",90,1997,United States:PG-13,Released,en,18000000,251212670,0.0
168672,tt1800241,Trapaça,American Hustle,"Irving Rosenfeld é um grande trapaceiro, que trabalha junto da sócia e amante Sydney Prosser. Os dois são forçados a colaborar com Richie DiMaso, um agente do FBI que infiltra Rosenfeld no mundo da máfia. Ao mesmo tempo, o trio também se envolve na política do país, através do candidato Carmine Polito. Os planos parecem dar certo, até a esposa de Irving, Rosalyn, aparecer e mudar as regras do jogo.",138,2013,"United States:TV-14::(DLSV, TV Rating.)",Released,en,40000000,251171807,0.0
9489,tt0128853,Mens@gem para Você,You've Got Mail,"Dona de uma pequena livraria, Kathleen Kelly odeia Joe Fox, proprietário da gigantesca rede de livrarias Foxbooks. Quando os dois se conhecem através da internet, iniciam um romance online intenso e anônimo. Um dia, Joe fica sabendo que a encantadora mulher é sua rival de negócios.",119,1998,United States:TV-PG,Released,en,65000000,250821495,0.0
9798,tt0120660,Inimigo do Estado,Enemy of the State,"Robert Clayton Dean, um advogado bem-sucedido em Washington, recebe um vídeo que mostra a ligação entre um oficial do alto escalão da Agência Nacional de Segurança a um assassinato político. A partir daí, Dean se transforma em um alvo constante para a mais perigosa e treinada equipe do governo. Utilizando todos os meios para arruinar sua carreira e conseguir o vídeo de volta, a equipe inicia uma caçada sem tréguas. Dean terá de lutar para salvar sua vida e provar sua inocência.",132,1998,"United States:TV-14::(LSV, TV Rating.)",Released,en,90000000,250649836,0.0
10009,tt0328880,Irmão Urso,Brother Bear,"Em busca de vingança por seu pai ter sido morto por um urso, o índio Kenai acaba sendo amaldiçoado pelos espíritos da floresta e é transformado em um urso. Obrigado a viver sob a nova pele, ele começa a ver a realidade sob a ótica dos animais. Logo faz amizade com outro urso, Koda, mas se vê em apuros quando seu próprio irmão começa a caçá-lo.",85,2003,United States:TV-PG::(V),Released,en,128000000,250397798,0.0
9342,tt0120746,A Máscara do Zorro,The Mask of Zorro,"Depois de vinte anos, o lendário Zorro escapa da prisão para vingar o assassinato de sua mulher e o rapto de sua filha Elena, ambos realizados pelas mãos de seu inimigo Don Rafael Montero. Mas primeiro ele deve transformar o jovem ladrão arrogante Alejandro Murrieta no temido herói e lutar pelo povo do qual fez parte um dia.",137,1998,United States:PG-13,Released,en,95000000,250288523,0.0
2300,tt0117705,Space Jam: O Jogo do Século,Space Jam,"Um poderoso vilão intergalático decide que Pernalonga e sua turma são a atração perfeita para seu novo parque de diversões. Ele envia um grupo de pequenos alienígenas para capturá-los. Para evitar o seu próprio sequestro, Pernalonga propõe jogo de basquete em troca de sua liberdade. Mas os pequenos alienígenas têm uma arma secreta: eles roubaram as habilidades dos melhores jogadores da NBA e formaram um time da pesada. Agora só existe uma chance de Pernalonga e seus amigos ganharem esta partida. Eles precisam da ajuda do mais famoso jogador de basquete de todos os tempos: Michael Jordan!",87,1996,United States:TV-PG,Released,en,80000000,250200000,0.0
12289,tt0425637,A Batalha dos Três Reinos,赤壁,"A história se baseia em eventos dos anos 220 a 280 D.C. e conta uma passagem do Romance dos Três Reinos, livro escrito por volta do ano 1350 por Luo Guanzhong. Nele, os três feudos existentes no território chinês entram em conflito. A batalha climática, que envolveu cerca de um milhão de combatentes, teve de um lado dois senhores, Sun Quan and Liu Bei, derrotando o superior exército invasor de Cao Cao. Pouco tempo depois, a dinastia Han terminou oficialmente e o país foi dividido entre os três reinos. A Batalha dos Três Reinos é a primeira parte de uma saga de mais de quatro horas. O longa ainda possui uma segunda parte.",146,2008,United States:R,Released,zh,80341000,250100000,0.0
565,tt0298130,O Chamado,The Ring,"Rachel Keller é uma jornalista que decide investigar a misteriosa morte de sua sobrinha. Ela percebe a relação da morte dela e de várias outras mortes com um estranho vídeo, que faz com que todas as pessoas que o assistam morram exatamente sete dias depois. Intrigada com a história, ela agora precisa descobrir um meio que impeça que a profecia se realize, já que ela e seu filho assistiram ao vídeo.",115,2002,United States:PG-13,Released,en,48000000,249348933,0.0
2486,tt0449010,Eragon,Eragon,"O Reino de Alagaësia é governado pelo maligno rei Galbatorix, um antigo Cavaleiro de Dragão que traiu seu povo e seus companheiros em busca de poder. Quando Eragon, um garoto órfão que vive em uma pequena fazenda, encontra uma pedra azul, seu destino muda, pois o objeto na verdade era um ovo de dragão do último sobrevivente da raça. A dragão fêmea Saphira nasce do ovo e Eragon se torna um Cavaleiro, que luta contra o Espectro Durza e o exército de Galbatorix, cumprindo uma antiga profecia.",104,2006,United States:PG,Released,en,100000000,249288105,0.0
2667,tt0185937,A Bruxa de Blair,The Blair Witch Project,"Três estudantes de cinema embrenham-se nas matas do estado de Maryland para fazer um documentário sobre a lenda da bruxa de Blair e desaparecem misteriosamente. Um ano depois, uma sacola cheia de rolos de filmes e fitas de vídeo é encontrada na mata. As imagens registradas pelo trio dão algumas pistas sobre seu macabro destino.",81,1999,United States:R,Released,en,60000,248639099,0.0
109451,tt1985966,Tá Chovendo Hambúrguer 2,Cloudy with a Chance of Meatballs 2,"Após a desastrosa tempestade de comida no primeiro filme, Flint (Bill Hader) e seus amigos são obrigados a deixar a cidade de Boca Grande. Sem saída, ele aceita o convite de seu ídolo, Chester V (Will Forte), e junta-se à The Live Corp Company, que reúne os melhores inventores do mundo. Porém, quando descobre que sua máquina ainda funciona e agora cria perigosas comidas animalescas mutantes, Flint decide retornar e tentar salvar o mundo.",95,2013,United States:TV-G,Released,en,78000000,248384621,0.0
9741,tt0217869,Corpo Fechado,Unbreakable,"Um espantoso desastre de trem deixa os Estados Unidos em choque. Todos os passageiros das locomotivas acabam mortos, exceto David Dunne, que sai completamente ileso do acidente, deixando todos, inclusive os médicos e ele próprio, em choque. Enquanto busca explicações sobre o que poderia ter salvado sua vida, David encontra Elijah Price, um desconhecido que apresenta uma explicação no mínimo bizarra para o fato.",106,2000,United States:PG-13,Released,en,75000000,248118121,0.0
8467,tt0109686,Debi & Lóide: Dois Idiotas em Apuros,Dumb and Dumber,"Dois amigos debilóides vão para Aspen, no estado do Colorado para tentar devolver uma maleta esquecida pela passageira da limusine que um deles estava dirigindo para o aeroporto. Sem saber que na mala havia uma quantia enorme de dinheiro, que serviria para pagar o resgate de um sequestro, os dois acabam sendo perseguidos pela polícia e por assassinos profissionais.",106,1994,United States:TV-14::(TV rating),Released,en,16000000,247275374,0.0
109418,tt2191701,Gente Grande 2,Grown Ups 2,"Lenny Feder e sua família se mudam para sua cidade natal para ficar perto dos amigos, mas acabam tendo que enfrentar alguns fantasmas do passado, como a covardia diante de valentões e o famigerado bullying na escola.",101,2013,United States:PG-13,Released,en,80000000,247022278,0.0
450465,tt6823368,Vidro,Glass,"Kevin Crumb, um homem com 24 personalidades diferentes, passa a ser perseguido por David Dunn. O jogo de gato e rato entre o homem inquebrável e a Fera é influenciado pela presença de Elijah Price, que manipula seus encontros e guarda segredos sobre os dois.",129,2019,United States:PG-13,Released,en,20000000,246941965,0.0
227973,tt2452042,"Snoopy e Charlie Brown: Peanuts, O Filme",The Peanuts Movie,"Sonhe grande e ria junto com Charlie Brown, Snoopy, Lucy, Linus e todo o resto da turma do Snoopy, como você nunca viu antes em uma nova aventura da imaginação de Charles Schulz e dos criadores da saga A Era do Gelo. Enquanto Charlie Brown embarca em uma jornada épica, seu amigo beagle Snoopy vai até o céu atrás de seu arqui-inimigo, o Barão Vermelho.",88,2015,United States:TV-G,Released,en,99000000,246233113,0.0
44896,tt1192628,Rango,Rango,"Rango (Johnny Depp) é um camaleão da cidade grande que vai parar, após um acidente, em pleno velho oeste, na cidade de Poeira no deserto do Mojave, na Califórnia. De uma hora para outra, sua rotina de animal de estimação mudou radicalmente e agora ele precisa deixar a vida ""camuflada"" para enfrentar os perigos existentes no mundo real, fazendo com que ele vivencie a experiência de fazer amigos, conhecer inimigos e até, quem sabe, se tornar um herói.",111,2011,United States:TV-PG::(LV),Released,en,135000000,245724603,1.0
712,tt0109831,Quatro Casamentos e um Funeral,Four Weddings and a Funeral,"Charles (Hugh Grant) é um solteirão que nunca quis nada sério com ninguém, até conhecer uma envolvente mulher, por quem se apaixona. Sua complicada situação de assumir relacionamentos pode mudar depois de três outros casamentos e um funeral, que dão título ao longa.",117,1994,United States:TV-14::(DS),Released,en,4400000,245700832,0.0
448119,tt6673612,Dolittle,Dolittle,"O Dr. Dolittle vive com uma variedade de animais exóticos e conversa com eles diariamente. Quando a jovem rainha Victoria fica doente, o excêntrico médico e seus amigos peludos embarcam em uma aventura épica em uma ilha mítica para encontrar a cura.",101,2020,United States:PG,Released,en,175000000,245692007,0.0
754,tt0119094,A Outra Face,Face/Off,"Obcecado em trazer o terrorista Castor Troy à justiça, o agente do FBI Sean Archer rastreia Troy, que embarcou em um avião em Los Angeles. Depois que o avião cai e Troy fica gravemente ferido, Archer passa por uma cirurgia para remover seu rosto e substituí-lo pelo do criminoso. Quando Archer tenta usar seu disfarce para obter informações do irmão de Troy sobre uma bomba, Troy acorda de um coma e obriga o médico que realizou a cirurgia a dar-lhe o rosto de Archer.",138,1997,United States:TV-14::(LV),Released,en,80000000,245676146,0.0
308531,tt3949660,As Tartarugas Ninja: Fora das Sombras,Teenage Mutant Ninja Turtles: Out of the Shadows,"Auxiliado pelo Dr. Baxter Stockman, o Clã do Pé planeja libertar o vilão Destruidor. Após o plano de resgate ser descoberto por April O'Neal, as tartarugas ninja entram em ação para impedi-lo - só que fracassam graças à iniciativa de Krang, um ser alienígena que planeja invadir a Terra. Para enfrentá-los, as tartarugas contam com a ajuda de um novo combatente: Casey Jones, um policial que estava no camburão que conduzia o Destruidor quando conseguiu escapar.",112,2016,United States:TV-14::(LV),Released,en,135000000,245623848,0.0
62213,tt1077368,Sombras da Noite,Dark Shadows,"Em 1752 Joshua (Ivan Kaye) e Naomi Collins (Susanna Cappellaro) deixam a cidade inglesa de Liverpool juntamente com o filho, Barnabás, rumo aos Estados Unidos. A intenção deles era escapar de uma terrível maldição que atingiu a família. Vinte anos depois, Barnabás (Johnny Depp) é um playboy inveterado que tem a cidade de Collinsport aos seus pés. Após seduzir e partir o coração de Angelique Bouchard (Eva Green), sem saber que era uma bruxa, ele é transformado em vampiro e preso numa tumba por dois séculos. Quando enfim desperta, dois séculos depois, encontra sua propriedade em ruínas e os poucos familiares ainda vivos escondem segredos uns dos outros. Em meio a um mundo desconhecido, Barnabás se interessa por Victoria Winters (Bella Heathcote), a tutora do jovem David (Gulliver McGrath).",113,2012,United States:PG-13,Released,en,150000000,245527149,0.0
1927,tt0286716,Hulk,Hulk,"Bruce Banner é um cientista e trabalha ao lado de sua grande paixão, a bela Betty Ross, em um projeto que envolve a reconstituição de tecidos com a utilização da radiação gama. O problema todo começa quando, após ter seus genes alterados por um acidente envolvendo a radiação gama, Bruce Banner passa a se transformar em um ser gigantesco e verde que expressa no corpo todos os seus demônios mais íntimos e pessoais.",138,2003,United States:Not Rated,Released,en,137000000,245360480,0.0
8265,tt1064932,A Riviera Não é Aqui,Bienvenue chez les ch'tis,"Philippe Abrams é diretor de uma agência dos correios em Salon-de-Provence no sul da França. Ele é casado com Julie, cuja natureza depressiva torna a vida dele impossível. Para agradá-la, Philippe monta uma fraude para obter uma transferência para a Côte d´Azur (a Riviera Francesa), mas é desmascarado e acaba sendo transferido para Bergues, uma pequena cidade no norte do país. Para os Abrams, sulistas cheios de preconceitos, o Norte é um horror, uma região gelada e povoada por pessoas que falam um dialeto incompreensível, o ""cheutimi"". Sem opção, Philippe embarca sozinho e descobre que Bergues não é tão ruim assim.",106,2008,United States:Not Rated,Released,fr,11000000,245144417,0.0
238,tt0068646,O Poderoso Chefão,The Godfather,Uma família mafiosa luta para estabelecer sua supremacia nos Estados Unidos depois da Segunda Guerra Mundial. Uma tentativa de assassinato deixa o chefão Vito Corleone incapacitado e força os filhos Michael e Sonny a assumir os negócios.,175,1972,United States:TV-14::(LSV),Released,en,6000000,245066411,3.0
508,tt0314331,Simplesmente Amor,Love Actually,"Nove histórias que se entrelaçam mostrando as complexidades da emoção que nos conecta a todos: o amor. Entre os personagens, o belo recém-eleito primeiro-ministro britânico, David, que se apaixona por uma jovem funcionária. Uma desenhista gráfica, Sarah, cuja devoção a seu irmão, doente mental, complica sua vida amorosa. Harry, um homem casado tentado por sua atraente nova secretária. São vidas e amores que se misturam na romântica Londres, e atingem o seu clímax na noite de Natal.",135,2003,United States:TV-14::(DLS),Released,en,40000000,244931766,0.0
184315,tt1267297,Hércules,Hercules,"Meio homem, meio deus, o semideus Hércules anda atormentado pela terra. Depois de doze árduos trabalhos realizados e a perda de sua família, ele conhece seis assassinos impiedosos e une-se ao grupo em busca de trabalho, até que o rei da Trácia convida-o para treinar o seu exército.",98,2014,United States:PG-13,Released,en,100000000,244819862,0.0
2109,tt0120812,A Hora do Rush,Rush Hour,"Quando a filha de um diplomata chinês é sequestrada em Los Angeles, o cônsul chama o inspector Lee em Hong Kong para ajudar o FBI com o caso. O FBI não se importa com Lee e o deixa de lado no Departamento de Polícia de Los Angeles, pedindo ao detetive James Carter que o vigie. Apesar de Lee e Carter não se suportarem, eles resolvem trabalhar juntos para resolver o caso por conta própria ao descobrirem que foram abandonados tanto pelo FBI quanto pela polícia.",98,1998,United States:TV-14::(DLV),Released,en,33000000,244721064,0.0
196,tt0099088,De Volta para o Futuro III,Back to the Future Part III,"Presos em 1955 depois de um estranho estouro de luz, McFly tem que viajar para o ano de 1885 para resgatar Doc Brown de uma morte prematura. Depois de sobreviver a um ataque de índios hostis e de moradores da cidade nada amigáveis, McFly encontra Doc Brown. Mas com Doc apaixonado pela charmosa Clara Clayton, está nas mãos de McFly conseguir tirá-los do velho oeste e voltar para o futuro.",118,1990,United States:TV-PG::(DLV),Released,en,40000000,244527583,0.0
82700,tt1815862,Depois da Terra,After Earth,"Cypher embarca em uma viagem espacial ao lado do filho, Kitai, mas uma chuva de asteroides os forçam a pousar na Terra, que há mil anos não é habitada por humanos. Com Cypher gravemente ferido, Kitai enfrenta grandes perigos na busca do sinalizador, o único objeto que pode ajudá-los a voltar para casa.",100,2013,United States:TV-14,Released,en,130000000,243843127,0.0
257344,tt2120120,Pixels,Pixels,"Uma raça alienígena cria monstros inspirados em videogames da década de 1980 para conquistar a Terra, e cinco especialistas em jogos da época são convocados para combater o plano dos extraterrestres e salvar o planeta.",105,2015,United States:TV-PG,Released,en,88000000,243637091,0.0
881,tt0104257,Questão de Honra,A Few Good Men,"Após um soldado morrer acidentalmente em uma base militar, depois de ter sido atacado por dois colegas da corporação, surge a forte suspeita de ter existido um ""alerta vermelho"", uma espécie de punição extra-oficial na qual um oficial ordena a subordinados seus que castiguem um soldado que não tenha se comportado corretamente. Quando o caso chega aos tribunais, um jovem advogado (Tom Cruise) resolve não fazer nenhum tipo de acordo e tentar descobrir a verdade.",138,1992,"United States:TV-14::(L, TV Rating.)",Released,en,40000000,243240178,0.0
22794,tt0844471,Tá Chovendo Hambúrguer,Cloudy with a Chance of Meatballs,"Flint Lockwood (Bill Hader) é um jovem cientista que sonha criar algo que faça com que seja reconhecido pela população de Boca Grande, uma pequena ilha no Atlântico. Um dia ele consegue descobrir uma forma de transformar água em comida, só que precisa de bastante eletricidade para colocá-la em funcionamento. Ao tentar usar a energia da geradora local, ele perde o controle da invenção e ela ruma para o céu. Para piorar, a confusão que ele cria destroi um parque de diversões, o grande trunfo do prefeito Shelbourne (Bruce Campbell) para melhorar a economia local. Flint acredita ter perdido a máquina, mas repentinamente começa a chover hambúrgueres em toda a cidade. Com o apoio de Sam Sparks (Anna Farris), uma estagiária de jornalismo que foi enviada à ilha para ser a nova ""garota do tempo"", Flint logo vira uma celebridade local.",90,2009,United States:TV-G,Released,en,100000000,242988466,0.0
65,tt0298203,8 Mile: Rua das Ilusões,8 Mile,"Em Detroit vive Jimmy, um jovem rapper em plena crise de identidade, que procura um sentido para sua vida. Ele abandona a namorada grávida, briga com a mãe alcoólatra e é perseguido pelos inimigos. Tudo vai mal, mas ele deposita suas esperanças em um concurso de rima. É lá que ele extravasa sua raiva e angústia.",111,2002,United States:TV-14::(LV),Released,en,41000000,242875078,1.0
274167,tt1528854,Pai em Dose Dupla,Daddy's Home,"Brad é executivo em uma rádio e se esforça para ser o melhor padrasto possível para os dois filhos de sua namorada, Sarah. Mas eis que Dusty, o desbocado pai das crianças, reaparece e começa a disputar com ele a atenção e o amor dos pimpolhos.",96,2015,United States:PG-13,Released,en,50000000,242786137,0.0
12154,tt0094137,Três Solteirões e um Bebê,3 Men and a Baby,"Peter, Michael e Jack são três amigos solteirões e bem-sucedidos que dividem um apartamento e dedicam grande parte do tempo livre para se divertir com um time interminável de namoradas. Um dia, um bebê é deixado na porta do apartamento deles, com um bilhete da mãe dizendo não ter condições de cuidar da filha no momento. Acontece que o pai é Jack, ator e que está no momento filmando na Turquia. Após o choque inicial, os outros dois resolvem cuidar da criança e causam muitas confusões.",102,1987,"United States:TV-PG::(DLS, TV Rating.)",Released,en,11000000,242780960,0.0
14306,tt0822832,Marley & Eu,Marley & Me,"John e Jennifer Grogan casaram-se recentemente e decidiram começar nova vida em West Palm Beach, na Flórida. Lá, eles trabalham em jornais concorrentes, compram um imóvel e enfrentam os desafios de uma vida de casal. Indeciso sobre sua capacidade em ser pai, John busca o conselho de seu colega Sebastian, que sugere que compre um cachorro para a esposa. John aceita a sugestão e adota Marley, um labrador de 5 kg que logo se transforma em um grande cachorro de 45 kg, o que torna a casa deles um caos.",115,2008,United States:PG,Released,en,60000000,242717113,0.0
97020,tt1234721,RoboCop: A Origem,RoboCop,"Em um futuro não muito distante, no ano de 2028, drones não tripulados e robôs são usados para garantir a segurança mundo afora, mas o combate ao crime nos Estados Unidos não pode ser realizado por eles e a empresa OmniCorp, criadora das máquinas, quer reverter esse cenário. Uma das razões para a proibição seria uma lei apoiada pela maioria dos americanos. Querendo conquistar a população, o dono da companhia Raymond Sellars (Michael Keaton) decide criar um robô que tenha consciência humana e a oportunidade aparece quando o policial Alex Murphy (Joel Kinnaman) sofre um atentado, deixando-o entre a vida e a morte.",118,2014,"United States:TV-14::(LV, TV Rating.)",Released,en,120000000,242688965,0.0
9268,tt0116213,Queima de Arquivo,Eraser,"John Kruger (Arnold Schwarzenegger) é um agente do governo especializado em proteger testemunhas, destruindo seu passado para assegurar o futuro, que passa a proteger uma testemunha-chave (Vanessa Williams) que sabe tudo sobre uma firma de equipamento bélico que planejou e desenvolveu o mais revolucionário fuzil e pretende vendê-lo no mercado negro. Para isto conta com importantes agentes do governo, que estão dispostos a usar todo o seu poder para concretizar a operação e também matar tanto o agente quanto a testemunha.",115,1996,United States:R,Released,en,100000000,242295562,0.0
363676,tt3263904,Sully: O Herói do Rio Hudson,Sully,"Em 2009, o mundo entrou em estado de choque e admiração quando o Capitão Chesley ""Sully"" Sullenberger conseguiu pousar um avião em pane no Rio Hudson. Esse ato quase impossível salvou a vida dos 150 passageiros e alçou Sully à categoria de herói nacional. No entanto, nem mesmo a aclamação pública foi capaz de impedir uma investigação rigorosa sobre sua reputação e carreira.",96,2016,United States:PG-13,Released,en,60000000,240797623,0.0
121856,tt2094766,Assassin's Creed,Assassin's Creed,"Por meio de uma tecnologia revolucionária que destrava suas memórias genéticas, Callum Lynch experimenta as aventuras de seu ancestral, Aguilar, na Espanha do século XV. Callum descobre que é descendente de uma misteriosa sociedade secreta, os Assassinos, e acumula conhecimentos e habilidades incríveis para enfrentar a organização opressiva e poderosa dos Templários nos dias de hoje.",116,2016,United States:PG-13,Released,en,125000000,240697856,0.0
9339,tt0389860,Click,Click,"Um arquiteto casado e com filhos está cada vez mais frustrado por passar a maior parte de seu tempo trabalhando. Um dia, ele encontra um inventor excêntrico que lhe dá um controle remoto universal, com capacidade de acelerar o tempo.",107,2006,United States:PG-13,Released,en,82500000,240685326,0.0
635389,tt11177804,Jiang Ziya,姜子牙,"No topo das ruínas da guerra, o alto comandante Jiang Ziya tem a tarefa de banir o demônio de nove caudas que ameaça a existência de todos os mortais. Quando ele descobre que a vida da Raposa de Nove Caudas está ligada à alma de uma garota inocente, ele se depara com uma decisão desafiadora.  - O filme apresenta a popular figura mitológica chinesa de ""Jiang Ziya"". O enredo é inspirado no romance clássico ""Fengshen Yanyi (Investiture of the Gods)"", de a Xu Zhonglin, que apresenta o declínio da Dinastia Shang e o surgimento da Dinastia Zhou.",105,2020,United States:TV-PG,Released,zh,0,240656068,0.0
